Redshift_Low,Fraction_Above10
0.2,0.0012594458438287153
0.5,0.0007117437722419929
0.8,0.0016155088852988692
1.1,0.012080536912751677
1.5,0.025252525252525252
2.0,0.050697084917617236
2.5,0.04477611940298507
3.0,0.11244979919678715
3.5,0.09615384615384616
4.5,0.2191780821917808
5.5,0.15384615384615385
