col1_1,haloid,galid,redshift,ra,dec,m_vir,V_vir,r_vir,mhalo,mstar,mcold,Zstar,Zcold,mstardot,sfr_ave,meanage,angular_size,ellipticity,pos_angle,sersic_index,UV1500_rest,UV2300_rest,UV2800_rest,galex_FUV,galex_NUV,acsf435w,acsf606w,acsf775w,acsf814w,acsf850lp,wfc3f275w,wfc3f336w,wfc3f105w,wfc3f125w,wfc3f160w,NIRCam_F070W,NIRCam_F090W,NIRCam_F115W,NIRCam_F150W,NIRCam_F200W,NIRCam_F277W,NIRCam_F356W,NIRCam_F444W,NIRCam_F140M,NIRCam_F162M,NIRCam_F182M,NIRCam_F210M,NIRCam_F250M,NIRCam_F335M,NIRCam_F360M,NIRCam_F410M,NIRCam_F430M,NIRCam_F460M,NIRCam_F480M,irac_ch1,irac_ch2,irac_ch3,irac_ch4,MIRI_F560W,MIRI_F770W,MIRI_F1000W,MIRI_F1130W,MIRI_F1280W,MIRI_F1500W,MIRI_F1800W,MIRI_F2100W,MIRI_F2550W,x_1,y_1,col1_2,id,location,morphology,x_2,y_2,sph,disk,irr,ps,Separation
252,6862606,1,9.875016,214.97572,52.909599,1.8053097,99.541237,0.0078231093,1.8053097,0.0023450455,0.067639442,0.053350003,0.086349655,1.1583631,0.35997679,0.040907739,0.052022,0.220542,38.789027,1.0,-18.570458,-18.242795,-18.043399,60.404455,56.871219,64.124885,64.959763,63.581209,62.530395,48.032114,56.995353,61.902495,39.585101,30.477802,28.873259,99.468502,51.481762,39.186603,28.862665,29.065682,29.361627,29.643588,29.573069,28.823022,28.926701,29.01282,29.118101,29.272451,29.579216,29.678349,29.626698,29.482182,29.514573,29.56032,29.644790310152324,29.57102699928314,29.757443523129297,29.97632162111232,4.579475E-9,3.7606448E-9,3.2693305E-9,3.0013986E-9,2.7290172E-9,2.4546808E-9,2.2202955E-9,1.862947E-9,1.3384193E-9,319,287,40,41,"[318, 287]","[0.17296187972372737, 0.0008933993781969027, 0.000244070327931827, 0.825900650570144]",318,287,0.17296187972372737,8.933993781969027E-4,2.44070327931827E-4,0.825900650570144,1.0
60234,116520327,1,5.81574,214.97989,52.906643,4.8687316,109.74098,0.01735814,4.8687316,0.033941737,0.16887148,0.15165184,0.28062026,1.7241134,2.2239319,0.19635293,0.084846,0.092876,99.556436,1.0,-19.293802,-19.179835,-19.096997,72.385427,51.684765,43.275025,32.092897,29.127257,28.404328,27.408283,49.728854,48.470345,27.389621,27.431135,27.504927,30.032443,27.564431,27.41962,27.495618,27.60923,27.288367,27.134326,27.193523,27.469308,27.547721,27.590884,27.62702,27.595102,27.055062,27.171887,27.211625,27.215286,27.202553,27.220846,27.207378480837548,27.217989974955252,27.19653448949903,27.215202765197212,4.7802787E-8,4.7431768E-8,4.572752E-8,4.6001384E-8,4.0507135E-8,3.2199695E-8,2.3475422E-8,1.9932755E-8,1.4310159E-8,780,217,107,108,"[779, 217]","[8.255279694537217e-05, 4.622110408951207e-06, 0.002564584272132422, 0.9973482408205132]",779,217,8.255279694537217E-5,4.622110408951207E-6,0.002564584272132422,0.9973482408205132,1.0
99552,137143768,1,5.331341,214.97469,52.909729,11.10767,139.2608,0.024591636,11.10767,0.055308283,0.30045124,0.20132351,0.32216355,8.8178537,6.7939291,0.088018253,0.065276,0.118862,112.880226,1.0,-20.030173,-20.019906,-19.960942,110.67125,59.104366,41.984406,29.666446,27.254226,26.999083,26.496829,54.754184,48.993128,26.506474,26.508903,26.558158,28.308063,26.506736,26.504099,26.545725,26.628575,26.241824,26.201075,26.222749,26.516914,26.577709,26.605394,26.651536,26.267925,26.200764,26.264722,26.204361,26.220736,26.246061,26.248274,26.268274088844173,26.24926872209985,26.191954517936963,26.192046851972783,1.2084149E-7,1.2107309E-7,1.219732E-7,1.1348197E-7,9.8441442E-8,7.483736E-8,5.9118732E-8,4.8252043E-8,3.3384107E-8,253,250,28,29,"[253, 250]","[0.7980449070224502, 0.01727438064969905, 0.03483544730704977, 0.14984526502080098]",253,250,0.7980449070224502,0.01727438064969905,0.03483544730704977,0.14984526502080098,0.0
138612,174186952,1,4.950616,214.97714,52.908138,27.020649,181.6022,0.035178141,27.020649,0.6674549,1.3898705,0.55129091,0.89851934,40.212012,33.93475,0.19591094,0.145411,0.346569,147.597748,1.0,-19.800668,-20.327395,-20.495385,187.52222,75.397151,41.564035,29.775751,27.025192,26.874761,26.600141,66.810612,54.369465,26.3986,26.191808,26.026311,27.752674,26.597693,26.271955,26.04531,25.777098,24.976729,24.74158,24.512966,26.097877,25.961261,25.835763,25.734112,25.093812,24.795457,24.722581,24.59843,24.559438,24.445571,24.402812,24.75114556074538,24.490376483460807,24.186800643526098,23.996965243010365,7.6019252E-7,8.99536E-7,1.0754932E-6,1.0291072E-6,9.1648938E-7,6.914618E-7,5.9783431E-7,4.8986535E-7,3.45282E-7,512,222,70,71,"[512, 221]","[0.0, 0.8713990273627469, 0.12407302248438576, 0.004527950152867365]",512,221,0.0,0.8713990273627469,0.12407302248438576,0.004527950152867365,1.0
163492,193691745,1,4.869653,214.97804,52.912922,74.188791,252.56743,0.049934671,74.188791,0.56041034,3.2033165,0.48766593,0.68829554,96.464553,64.338404,0.12277195,0.213233,0.464872,57.647431,1.0,-20.654213,-21.116189,-21.234788,185.49649,72.403177,40.198368,28.645948,26.015582,25.905774,25.705482,64.234378,52.25454,25.528093,25.357002,25.223479,26.666929,25.706662,25.42303,25.23949,25.050248,24.419963,24.27005,24.113804,25.283122,25.176635,25.10016,25.023758,24.512135,24.312899,24.261281,24.168578,24.139701,24.064458,24.047422,24.28373930714301,24.097319581825122,23.868041451365073,23.721614769021727,1.0245322E-6,1.1634817E-6,1.2988922E-6,1.1911938E-6,1.0410403E-6,7.9104463E-7,6.7699235E-7,5.4278706E-7,3.7992341E-7,184,698,21,22,"[184, 699]","[5.4257756673982e-06, 0.9893038300226439, 0.009122889830991897, 0.0015678543706968524]",184,699,5.4257756673982E-6,0.9893038300226439,0.009122889830991897,0.0015678543706968524,1.0
163497,193691745,9,4.869653,214.97793,52.913715,74.188791,252.56743,0.049934671,18.349906,0.55639303,0.32644321,0.76886536,1.4063316,3.6849536,5.8848201,0.37851856,0.121178,0.144281,62.321411,1.0,-19.117259,-19.535259,-19.719572,115.3193,59.828606,40.893845,30.184895,27.586753,27.466269,27.24369,54.804031,48.299271,27.06027,26.897419,26.788909,28.262571,27.244997,26.94578,26.814212,26.420574,25.381658,25.201881,25.052858,26.884396,26.702801,26.516855,26.369834,25.480938,25.232272,25.185592,25.112334,25.078671,25.013291,24.975659,25.207229037660433,25.037419842941745,24.805011604726154,24.68957481426662,4.3239195E-7,4.7822402E-7,5.4174598E-7,5.0906058E-7,4.4522719E-7,3.325729E-7,2.7089168E-7,2.2898663E-7,1.6908076E-7,116,765,13,14,"[116, 765]","[0.0005954250289874582, 0.07908585602557705, 0.8518416194081364, 0.0684770995372991]",116,765,5.954250289874582E-4,0.07908585602557705,0.8518416194081364,0.0684770995372991,0.0
163500,193691745,19,4.869653,214.97904,52.914343,74.188791,252.56743,0.049934671,11.724332,0.22002643,0.14405558,0.46982717,0.93737877,1.2327109,2.4647778,0.33119451,0.091469,0.009022,23.10667,1.0,-18.990471,-19.21004,-19.340623,79.713473,51.4186,40.356509,30.174776,27.702445,27.588146,27.390856,48.569881,45.180839,27.288371,27.197297,27.147939,28.356589,27.39336,27.218332,27.165175,26.841822,25.899828,25.800731,25.718469,27.216628,27.078795,26.926812,26.798805,25.968499,25.81384,25.790735,25.755055,25.735306,25.696875,25.669169,25.804357440933835,25.7098572465519,25.582135495259926,25.585205718224614,2.1267953E-7,2.1039109E-7,2.2393212E-7,2.0445635E-7,1.7745318E-7,1.3090228E-7,1.0601353E-7,8.8074576E-8,6.38814E-8,127,874,15,16,"[127, 875]","[0.007520120286008316, 0.0010310963246888565, 0.00013529408037498834, 0.9913134893089278]",127,875,0.007520120286008316,0.0010310963246888565,1.3529408037498834E-4,0.9913134893089278,1.0
189675,214540301,1,4.693466,214.97736,52.907398,3.9542773,93.621528,0.01937013,3.9542773,0.022637086,0.073114733,0.12488862,0.25308698,0.84625376,1.0462707,0.22128073,0.030418,1.08E-4,1.681741,4.590306,-18.724397,-18.593491,-18.512236,49.522486,42.632968,37.837889,29.283874,27.575757,27.577352,27.616111,41.828163,41.236446,27.660859,27.727796,27.8267,28.013223,27.613834,27.692491,27.816724,27.799868,27.288455,27.364755,27.399684,27.801382,27.842564,27.875095,27.751451,27.349208,27.395761,27.334107,27.398764,27.395977,27.397602,27.406306,27.402381424363682,27.401150745317963,27.390150987080425,27.480373877287242,4.042374E-8,3.6845764E-8,3.5094914E-8,3.0143497E-8,2.5043329E-8,1.8965707E-8,1.4992924E-8,1.193762E-8,1.0290514E-8,582,166,82,83,"[582, 166]","[2.4576971591763288e-05, 0.0, 0.0, 0.9999754230284083]",582,166,2.4576971591763288E-5,0.0,0.0,0.9999754230284083,0.0
194248,214771412,1,4.575816,214.97571,52.908226,4.9144543,99.618614,0.021262284,4.9144543,0.0091594938,0.11709569,0.073652201,0.12014286,1.2797928,1.0113059,0.11653605,0.05476,0.030478,14.182156,1.0,-18.810628,-18.590301,-18.453132,50.418248,42.336034,36.368763,28.773976,27.42761,27.450076,27.525083,41.268748,40.331454,27.587388,27.695922,27.84068,27.750878,27.512371,27.641527,27.824335,27.904267,27.609507,27.764647,27.879304,27.789635,27.879461,27.976574,27.824209,27.649381,27.80716,27.71144,27.859377,27.873039,27.90492,27.914527,27.823243533454217,27.88603619136601,27.937435301465648,28.071590961062512,2.4432563E-8,2.1495145E-8,1.8943208E-8,1.5910809E-8,1.2967847E-8,9.9749302E-9,7.7225899E-9,6.059823E-9,9.7296743E-9,427,162,58,59,"[426, 162]","[0.07203440271372163, 0.000376252849997264, 0.0003294449842408835, 0.9272598994520402]",426,162,0.07203440271372163,3.76252849997264E-4,3.294449842408835E-4,0.9272598994520402,1.0
194278,214771540,1,4.575604,214.97839,52.910694,3.5884956,89.703902,0.019147203,3.5884956,0.012213531,0.13357298,0.079723341,0.12222961,0.77984318,0.7935154,0.16461996,0.079137,0.847351,324.878214,1.0,-17.915108,-17.842991,-17.78844,73.382637,49.256132,37.919998,29.863376,28.363438,28.368437,28.39152,46.550463,43.332119,28.40127,28.452587,28.513368,28.728404,28.380975,28.423057,28.509676,28.422698,27.937233,27.98515,28.01338,28.501942,28.522713,28.551954,28.300311,28.000741,28.035468,27.935019,28.017556,28.012497,28.015767,28.011167,28.034343978150247,28.012047133560337,28.0019889857369,28.081656415693516,2.2984012E-8,2.1186935E-8,1.9756375E-8,1.6911272E-8,1.3918861E-8,1.0832886E-8,8.4841367E-9,6.7001881E-9,1.1448519E-8,379,513,49,50,"[378, 513]","[0.14714714632427625, 7.31833978232552e-05, 0.0, 0.8527796702779005]",378,513,0.14714714632427625,7.31833978232552E-5,0.0,0.8527796702779005,1.0
194299,214771632,1,4.574471,214.9801,52.909782,3.2905605,87.140488,0.018605678,3.2905605,0.0099041122,0.078681324,0.081320108,0.12886921,0.58263789,0.59235168,0.19445747,0.056616,4.76E-4,7.071685,1.0,-18.159229,-17.974985,-17.87188,47.365176,41.964041,37.066189,29.472902,28.0886,28.106527,28.169789,41.353196,40.814571,28.21811,28.312199,28.425645,28.424992,28.157503,28.263426,28.415331,28.397217,27.98278,28.083305,28.149049,28.393426,28.44986,28.50886,28.287742,28.02552,28.121942,28.039249,28.141853,28.145457,28.161699,28.162268,28.130562102744747,28.151895982408703,28.177053142577364,28.290943034945293,1.958964E-8,1.7502112E-8,1.5981035E-8,1.3554558E-8,1.1075167E-8,8.5474296E-9,6.6431153E-9,5.2561528E-9,6.8854897E-9,544,512,74,75,"[544, 511]","[0.4711687128985871, 0.0, 0.0, 0.5288312871014129]",544,511,0.4711687128985871,0.0,0.0,0.5288312871014129,1.0
226364,236469923,1,4.430995,214.97925,52.909996,6.1710914,106.07868,0.023546137,6.1710914,0.044749126,0.17007835,0.16935051,0.24781112,1.9548292,1.8729103,0.21808691,0.068816,0.009377,23.557888,1.0,-19.214804,-19.125552,-19.064355,56.567169,43.464905,34.838669,28.167351,27.001227,27.010684,27.052135,41.710379,39.858306,27.062842,27.125372,27.185283,27.240696,27.042114,27.092691,27.184376,27.017033,26.604163,26.640556,26.632809,27.175622,27.191452,27.217173,26.83233,26.621143,26.650889,26.621822,26.645218,26.640768,26.635225,26.603025,26.659946489770803,26.629279670943752,26.621594883235794,26.6804398255273,8.1916966E-8,7.6967836E-8,7.1267752E-8,6.096154E-8,4.8839386E-8,3.8753771E-8,3.0064252E-8,2.3843455E-8,3.5595408E-8,481,491,66,67,"[480, 491]","[2.319192817875217e-06, 0.0044217917911960995, 0.003560873178782234, 0.9920150158372038]",480,491,2.319192817875217E-6,0.0044217917911960995,0.003560873178782234,0.9920150158372038,1.0
270260,265514410,1,4.189527,214.97647,52.909592,26.814159,169.23741,0.040195928,26.814159,0.13413402,0.38013123,0.27757731,0.41052808,5.7138188,5.8537936,0.24924581,0.0882,0.051952,37.099295,1.206024,-19.992142,-20.023348,-19.999373,66.166261,44.251454,31.962587,26.99584,26.150057,26.143812,26.120255,41.77801,38.601615,26.113283,26.14167,26.155799,26.231719,26.138116,26.127039,26.154182,25.849365,25.528762,25.520559,25.459141,26.159289,26.150078,26.118572,25.625629,25.532828,25.524401,25.524504,25.487708,25.475758,25.417624,25.405812,25.535968658351827,25.45201440733176,25.422347943862555,25.42111492542709,2.4657822E-7,2.4594763E-7,2.2485829E-7,1.9267463E-7,1.4949158E-7,1.2467739E-7,9.5967462E-8,7.4722944E-8,1.5162214E-7,361,322,44,45,"[361, 322]","[0.9386090947353934, 0.022393050149931513, 0.010754836632519216, 0.02824301848215583]",361,322,0.9386090947353934,0.022393050149931513,0.010754836632519216,0.02824301848215583,0.0
273037,265530062,1,4.178143,214.97308,52.911217,4.7536873,94.968361,0.022629928,4.7536873,0.016490354,0.16804949,0.085657916,0.12137155,0.52455893,0.48319625,0.32116729,0.109436,0.066628,42.06665,1.147717,-18.150934,-17.979089,-17.897396,41.379868,39.216531,33.189864,28.676761,27.985927,27.998519,28.037528,38.993395,38.3916,28.101274,28.193691,28.268091,28.035445,28.04404,28.154001,28.259593,27.961356,27.678103,27.723989,27.752481,28.249,28.278148,28.249998,27.723535,27.599231,27.69165,27.744079,27.756224,27.76236,27.733315,27.739848,27.757111506966943,27.75326206971495,27.814597613296826,27.906335293585904,2.7335183E-8,2.5101677E-8,2.1462827E-8,1.798959E-8,1.423675E-8,1.1596736E-8,8.779632E-9,6.8474787E-9,1.7255449E-8,48,308,3,4,"[47, 308]","[0.0691585834116751, 4.419803995287296e-05, 0.0, 0.930797218548372]",47,308,0.0691585834116751,4.419803995287296E-5,0.0,0.930797218548372,1.0
273101,265530279,1,4.17737,214.98086,52.905315,12.342183,130.51705,0.0311077,12.342183,0.014988541,0.53099009,0.07165588,0.090939898,1.7634901,0.90258351,0.25002181,0.16259,3.62E-4,6.164743,1.0,-19.09287,-18.826352,-18.674959,40.498331,38.035368,31.928857,27.647049,27.039742,27.059402,27.123898,37.73931,37.110076,27.226764,27.358413,27.519337,27.06389,27.126792,27.300624,27.49814,27.426059,27.266429,27.389289,27.526847,27.457172,27.566037,27.620989,27.247948,27.095764,27.284636,27.457057,27.51731,27.536144,27.518636,27.540881,27.479573718921955,27.53167821093566,27.626539191902793,27.75996825328007,3.2536792E-8,2.883245E-8,2.3783967E-8,1.9802898E-8,1.566631E-8,1.2659277E-8,9.5073991E-9,7.3767475E-9,3.2656422E-8,937,143,122,123,"[937, 143]","[0.05906159858867724, 0.0002711328208734928, 0.0, 0.9406672685904492]",937,143,0.05906159858867724,2.711328208734928E-4,0.0,0.9406672685904492,0.0
347838,333268770,1,3.856494,214.97734,52.913841,6.3082596,101.09761,0.026499197,6.3082596,0.037816831,0.14479125,0.1363955,0.2513461,1.1815887,1.5362821,0.33635703,0.071868,0.328402,47.809444,1.0,-18.805391,-18.735822,-18.685314,51.855738,40.715333,30.21819,27.631824,27.207327,27.212465,27.221037,39.041491,36.821519,27.260127,27.319496,27.339021,27.190639,27.220478,27.291178,27.339491,26.869596,26.718027,26.712067,26.68453,27.334522,27.348913,27.037904,26.756528,26.609156,26.710503,26.724225,26.705117,26.67928,26.662359,26.669788,26.731057847741646,26.679536123995035,26.726858243293037,26.763457862417795,7.4220329E-8,7.2730441E-8,5.8954811E-8,4.6662851E-8,3.8690452E-8,3.1663802E-8,2.3726056E-8,1.7994066E-8,1.4614155E-7,74,748,7,8,"[74, 748]","[0.00043868206003014814, 0.0007463760310558224, 0.0031595656898023845, 0.9956553762191116]",74,748,4.3868206003014814E-4,7.463760310558224E-4,0.0031595656898023845,0.9956553762191116,0.0
347840,333268773,1,3.856366,214.97316,52.911648,5.3716814,95.822785,0.02511757,5.3716814,0.024527582,0.25758605,0.10236012,0.12371817,0.64060632,0.52695144,0.37048596,0.142458,0.168261,101.166621,1.132599,-18.310829,-18.142673,-18.069009,39.776399,37.777345,30.433105,28.063762,27.71382,27.727744,27.76695,37.356292,36.337798,27.83738,27.926625,27.957717,27.677364,27.764778,27.887802,27.958398,27.454926,27.312723,27.323788,27.33649,27.952708,27.968096,27.631876,27.336686,27.194082,27.310327,27.345,27.34525,27.32805,27.32452,27.338679,27.349274299404705,27.335391407110144,27.4226910420235,27.495291084388043,3.9162668E-8,3.7092604E-8,2.9687542E-8,2.3701284E-8,1.956323E-8,1.573853E-8,1.1974787E-8,9.155724E-9,4.7198172E-8,18,351,0,1,"[19, 351]","[0.013361811637999422, 0.0, 0.0, 0.9866381883620006]",19,351,0.013361811637999422,0.0,0.0,0.9866381883620006,1.0
398812,365491607,1,3.550422,214.97908,52.911217,6.6061947,99.412893,0.028698828,6.6061947,0.026926069,0.19463138,0.1074978,0.1697262,1.1231542,1.16165,0.26579918,0.073223,0.164168,33.297391,1.703912,-18.850565,-18.694879,-18.614296,41.756761,37.037137,28.601565,27.210256,27.050647,27.061212,27.103259,36.034792,34.264659,27.179134,27.251799,27.306941,27.015866,27.099718,27.225838,27.29901,26.749364,26.770205,26.80152,26.790637,27.282065,27.287339,26.777288,26.741223,26.799697,26.800587,26.801188,26.779284,26.776418,26.802411,26.824784,26.804202727252914,26.793169802740124,26.89069436303309,26.973942158563233,6.3811471E-8,6.0500942E-8,4.4680188E-8,3.3418638E-8,3.0127825E-8,2.3702253E-8,1.7360951E-8,2.514682E-8,1.9955486E-7,375,593,48,49,"[375, 593]","[0.000847856103693656, -0.00019379872912702738, 0.0004253224937514721, 0.9989206201316819]",375,593,8.47856103693656E-4,-1.9379872912702738E-4,4.253224937514721E-4,0.9989206201316819,0.0
450032,409991041,1,3.423786,214.98231,52.911167,13.051622,123.01633,0.037028307,13.051622,0.065357937,0.32322563,0.22247153,0.35115688,5.117229,4.9966901,0.17199479,0.075558,0.733904,149.135794,1.0,-16.948291,-17.503881,-17.714171,106.52885,52.492492,31.469809,29.254856,28.624839,28.57328,28.433793,47.512257,39.946063,28.275505,28.089763,27.812146,28.762445,28.432911,28.183662,27.860451,26.949765,26.593302,26.304887,26.075143,27.945005,27.632284,27.107656,26.896689,26.722095,26.36895,26.287018,26.12351,26.077671,26.029544,26.023927,26.311886664929524,26.0590413453004,25.935371274737527,25.842584605765133,1.5237166E-7,1.7055914E-7,1.3495571E-7,1.078113E-7,1.006098E-7,8.0252097E-8,5.7750676E-8,1.5197856E-7,1.2693151E-6,556,742,77,78,"[556, 742]","[0.030826359179538514, 0.0001895971485616673, 6.08570199585081e-05, 0.9689231866519413]",556,742,0.030826359179538514,1.895971485616673E-4,6.08570199585081E-5,0.9689231866519413,0.0
450035,409991041,18,3.423786,214.98248,52.910635,13.051622,123.01633,0.037028307,5.6679092,0.034532846,0.087661348,0.13023664,0.26372407,0.20782805,0.28838049,0.50689141,0.10637,0.302992,183.250262,1.215025,-17.384548,-17.403299,-17.461163,43.624745,38.510605,29.944267,28.656319,28.397276,28.391889,28.383767,37.406873,35.389039,28.398575,28.341491,28.12436,28.412532,28.381962,28.39528,28.169756,27.280516,27.177896,27.113027,27.081502,28.236016,27.939361,27.356903,27.252972,27.208209,27.125695,27.112397,27.068452,27.065416,27.08845,27.117763,27.116178702250195,27.08675335766287,27.162898999971212,27.21131626103903,4.9590666E-8,4.8623531E-8,3.5749489E-8,2.6676326E-8,2.4709933E-8,1.9157576E-8,1.4323926E-8,2.2714357E-8,7.2721324E-8,607,702,88,89,"[607, 703]","[0.00024124447251907012, 6.86729667004627e-05, 0.0, 0.9996900825607805]",607,703,2.4124447251907012E-4,6.86729667004627E-5,0.0,0.9996900825607805,1.0
471581,412845510,1,3.35185,214.98378,52.909122,26.445428,154.41147,0.047619441,26.445428,0.18440058,0.98008721,0.25138143,0.38883407,14.901894,12.22021,0.29148084,0.135463,0.147905,94.679129,1.0,-20.15203,-20.29563,-20.298868,65.163275,40.716246,27.136488,25.810518,25.529132,25.516714,25.491719,37.831723,33.382838,25.478062,25.470944,25.398178,25.572484,25.490777,25.482313,25.424465,24.886884,24.81775,24.708251,24.603969,25.463001,25.269809,24.954964,24.813317,24.859562,24.738014,24.705481,24.614506,24.598421,24.592591,24.60236,24.712696624593626,24.601192693195927,24.577514666167154,24.59133892068997,5.3457459E-7,5.4283309E-7,3.9265074E-7,3.103902E-7,2.815836E-7,2.2062778E-7,1.5833316E-7,6.6588996E-7,3.4362016E-6,797,626,109,110,"[797, 627]","[0.0263939056661299, 0.9679715756850986, 0.004667048000965647, 0.0009674706478058504]",797,627,0.0263939056661299,0.9679715756850986,0.004667048000965647,9.674706478058504E-4,1.0
471597,412845547,1,3.355886,214.9825,52.910198,10.330383,112.92758,0.03477838,10.330383,0.080012688,0.23373814,0.18745283,0.30977123,2.5773893,2.5212777,0.49647446,0.075164,0.63552,137.248799,1.0,-17.598686,-17.904393,-18.021395,80.486395,46.207314,30.074245,28.441732,28.021729,27.993606,27.920535,42.583422,37.01273,27.845827,27.73574,27.486947,28.101041,27.921079,27.799301,27.540261,26.707363,26.457932,26.248302,26.098451,27.63703,27.285184,26.825773,26.592145,26.546697,26.294904,26.237311,26.11936,26.09337,26.077118,26.083251,26.253350279301607,26.092067358513432,26.038276234876008,26.001850123601415,1.3899346E-7,1.4769009E-7,1.1138712E-7,8.887541E-8,8.1191742E-8,6.3869075E-8,4.6473262E-8,1.5174317E-7,1.0112069E-6,642,663,93,94,"[642, 663]","[0.030607915762109243, 0.0004450281998765235, 0.0020934825322852786, 0.966853573505729]",642,663,0.030607915762109243,4.450281998765235E-4,0.0020934825322852786,0.966853573505729,0.0
474163,412857090,1,3.361913,214.98024,52.908165,9.8510324,111.22896,0.034185275,9.8510324,0.024734866,0.2534601,0.12413762,0.20099691,2.866355,2.531862,0.15055619,0.072901,0.286988,89.038971,1.0,-18.643104,-18.659945,-18.63054,62.406498,41.267986,28.543924,27.312956,27.093746,27.094863,27.104261,38.649074,34.606117,27.124737,27.14881,27.111846,27.110207,27.101846,27.143709,27.136567,26.564896,26.586921,26.571382,26.517065,27.167633,26.972236,26.670354,26.43618,26.658095,26.58817,26.5744,26.51127,26.509509,26.520585,26.540053,26.57531466439024,26.519291959094808,26.542816767840762,26.61967480127933,8.7617164E-8,8.398407E-8,5.9334098E-8,4.7258089E-8,4.1934643E-8,3.2485479E-8,2.3128156E-8,1.2162841E-7,8.8327179E-7,679,372,96,97,"[679, 372]","[0.0809300113432523, 0.017988403030533482, 0.052879830252376456, 0.8482017553738378]",679,372,0.0809300113432523,0.017988403030533482,0.052879830252376456,0.8482017553738378,0.0
474865,412859716,1,3.362399,214.97755,52.905712,7.359882,100.93414,0.03101614,7.359882,0.013615451,0.16289713,0.072079909,0.10925561,0.896489,0.82239483,0.35336892,0.076262,0.255637,125.686702,1.0,-18.107939,-17.98004,-17.899469,50.232012,38.90558,28.811492,27.804192,27.690479,27.704258,27.751338,37.104051,34.266696,27.815467,27.883966,27.895394,27.67315,27.747962,27.859164,27.91447,27.393843,27.487567,27.528495,27.535112,27.932934,27.763979,27.474603,27.290158,27.536439,27.530259,27.536887,27.509521,27.521267,27.55559,27.590969,27.531422107439667,27.54425511150456,27.63373545722324,27.749770381960516,3.2159503E-8,2.968711E-8,2.0740794E-8,1.6394493E-8,1.4400947E-8,1.1130337E-8,8.0346365E-9,5.5962538E-8,2.8604794E-7,725,22,101,102,"[725, 22]","[0.008571812915914506, 7.742429483491361e-05, 0.0, 0.9913507627892506]",725,22,0.008571812915914506,7.742429483491361E-5,0.0,0.9913507627892506,0.0
536206,488487136,1,3.081943,214.97325,52.911156,9.119469,104.92059,0.035565736,9.119469,0.040613456,0.18824256,0.12822315,0.18231879,1.7748589,1.5647126,0.35941627,0.066277,0.749984,75.521538,1.0,-16.637003,-17.00475,-17.153971,79.017873,45.40449,30.392318,29.104407,28.75666,28.724357,28.640428,41.759565,35.97887,28.542469,28.390544,27.900102,28.835558,28.647078,28.462293,27.979494,27.256979,26.969884,26.752997,26.632271,28.274979,27.593447,27.390775,27.113341,27.094407,26.812597,26.728616,26.645933,26.62887,26.617572,26.618196,26.75733234648959,26.627497828229806,26.554567933647874,26.57878762423414,8.6081233E-8,8.6900271E-8,6.1436727E-8,5.5178427E-8,4.6009144E-8,3.58642E-8,2.5148776E-8,2.7346502E-7,1.4629259E-6,62,311,5,6,"[62, 311]","[0.003151586012773432, 6.848159829378252e-06, 0.0, 0.9968415658273971]",62,311,0.003151586012773432,6.848159829378252E-6,0.0,0.9968415658273971,0.0
553786,513975986,57,3.00502,214.98372,52.912045,266.37168,320.11538,0.11159779,8.7502302,0.12352308,0.037347869,0.2916807,0.72987729,0.090270156,0.11011397,0.88653007,0.08543,0.659136,210.211449,1.339683,-16.206018,-16.744798,-17.100454,46.291553,38.689384,30.473133,29.441833,28.946543,28.913507,28.823107,37.124803,34.237057,28.632444,28.166972,27.232907,29.097407,28.836072,28.385726,27.362599,26.501123,26.210625,26.049273,25.998149,27.843997,26.863258,26.60677,26.427753,26.279724,26.084132,26.032579,25.987672,25.994465,26.00113,26.00673,26.052641101000752,26.003637479457602,25.96818326665401,26.03345255958441,1.4825157E-7,1.448496E-7,9.5742584E-8,9.1233677E-8,6.5205355E-8,5.6019415E-8,4.1500999E-8,8.6283914E-8,1.196177E-7,564,888,78,79,"[564, 888]","[-0.0006913075077361759, 0.0002645693001649687, 0.002025831931764013, 0.9984009062758072]",564,888,-6.913075077361759E-4,2.645693001649687E-4,0.002025831931764013,0.9984009062758072,0.0
553812,513976117,1,3.007648,214.98546,52.90963,13.097345,117.31266,0.040857729,13.097345,0.15390212,0.59395861,0.22356622,0.44562259,2.4615451,2.816731,0.41494766,0.20051,0.047953,53.446342,1.0,-19.491305,-19.523143,-19.5337,43.17962,35.174947,26.829425,26.130435,26.037892,26.037886,26.042617,33.577577,30.648558,26.063842,26.007263,25.571196,26.058725,26.050515,26.034465,25.652827,25.180181,25.124452,25.03516,25.029546,25.957734,25.303945,25.222676,25.143864,25.151805,25.062706,25.018848,25.005836,25.023995,25.048857,25.061767,25.037222942567652,25.03919994163619,25.055329156251823,25.15419028565949,3.4356147E-7,3.2445323E-7,2.1057506E-7,1.8998701E-7,1.5233099E-7,1.2069996E-7,8.5604269E-8,3.3390919E-7,1.2887563E-6,849,752,113,114,"[848, 752]","[0.0001471833483629972, 0.7885063692795155, 0.20580229568346556, 0.005544151688656002]",848,752,1.471833483629972E-4,0.7885063692795155,0.20580229568346556,0.005544151688656002,1.0
