col1_1,haloid,galid,redshift,ra,dec,m_vir,V_vir,r_vir,mhalo,mstar,mcold,Zstar,Zcold,mstardot,sfr_ave,meanage,angular_size,ellipticity,pos_angle,sersic_index,UV1500_rest,UV2300_rest,UV2800_rest,galex_FUV,galex_NUV,acsf435w,acsf606w,acsf775w,acsf814w,acsf850lp,wfc3f275w,wfc3f336w,wfc3f105w,wfc3f125w,wfc3f160w,NIRCam_F070W,NIRCam_F090W,NIRCam_F115W,NIRCam_F150W,NIRCam_F200W,NIRCam_F277W,NIRCam_F356W,NIRCam_F444W,NIRCam_F140M,NIRCam_F162M,NIRCam_F182M,NIRCam_F210M,NIRCam_F250M,NIRCam_F335M,NIRCam_F360M,NIRCam_F410M,NIRCam_F430M,NIRCam_F460M,NIRCam_F480M,irac_ch1,irac_ch2,irac_ch3,irac_ch4,MIRI_F560W,MIRI_F770W,MIRI_F1000W,MIRI_F1130W,MIRI_F1280W,MIRI_F1500W,MIRI_F1800W,MIRI_F2100W,MIRI_F2550W,x_1,y_1,col1_2,id,location,morphology,x_2,y_2,sph,disk,irr,ps,Separation
553863,513976260,1,3.009901,214.97664,52.913044,4.5029499,82.205851,0.02860701,4.5029499,0.0096379888,0.074373207,0.076288252,0.1008841,0.37112106,0.3691808,0.24422783,0.055473,0.001686,6.656111,1.0,-17.450801,-17.3272,-17.267461,43.821303,36.760955,28.706611,28.162738,28.17565,28.18957,28.239391,35.297958,32.492028,28.298995,28.330379,27.998007,28.144221,28.24339,28.316156,28.06833,27.662204,27.703058,27.757715,27.813366,28.348662,27.75914,27.722552,27.563913,27.778276,27.769533,27.747039,27.774411,27.805602,27.846624,27.877829,27.758830861853774,27.828175481965346,27.902736205492552,28.07479007515807,2.5013636E-8,2.2009247E-8,1.435745E-8,1.2491488E-8,1.0212783E-8,7.8771709E-9,5.6691157E-9,9.8283873E-8,1.7688403E-7,98,643,10,11,"[98, 643]","[0.04917375677143976, 3.526135336952247e-05, 0.0012166063722617417, 0.949574375502929]",98,643,0.04917375677143976,3.526135336952247E-5,0.0012166063722617417,0.949574375502929,0.0
553948,513976476,1,3.009201,214.9709,52.909859,43.99705,175.728,0.061167737,43.99705,1.6638966,2.3602534,0.7728581,1.1857376,34.069409,32.903139,0.50937535,0.215408,0.009285,7.814004,1.23847,-20.791419,-21.122585,-21.224685,59.890346,37.713773,25.873967,24.830978,24.548766,24.523395,24.454304,34.902735,30.334544,24.406003,24.278838,23.813743,24.635701,24.465976,24.33476,23.896361,23.319484,23.075896,22.834577,22.689371,24.194385,23.538623,23.387245,23.269719,23.151998,22.901993,22.805015,22.7041,22.690019,22.67541,22.656611,22.840069475932705,22.68522335458809,22.580602796616276,22.572237769132663,3.3430287E-6,3.4972543E-6,2.3367701E-6,2.2001601E-6,1.7481899E-6,1.4267745E-6,1.0262991E-6,4.7284792E-6,1.0616988E-5,35,82,2,3,"[35, 82]","[0.00013260856475011732, 0.9998642439471372, 0.0, 3.1474881126670745e-06]",35,82,1.3260856475011732E-4,0.9998642439471372,0.0,3.1474881126670745E-6,0.0
554119,513976996,1,3.009334,214.97761,52.911228,5.7374631,89.114182,0.031017518,5.7374631,0.025352331,0.098024862,0.098995358,0.20521394,0.35399571,0.47940198,0.4544413,0.084596,0.275498,87.145072,1.0,-17.638289,-17.610078,-17.612859,44.258855,36.953554,28.643963,27.992487,27.931137,27.936281,27.957713,35.443371,32.592168,27.980263,27.934635,27.472773,27.930591,27.963381,27.958336,27.558269,27.069142,27.029089,26.987321,27.014135,27.886882,27.197376,27.127533,27.000741,27.071919,27.006121,26.97426,26.982713,27.007565,27.040121,27.062926,26.988839154971423,27.026555023112742,27.071489411406553,27.209597378794314,5.3713993E-8,4.8842425E-8,3.1992565E-8,2.8397671E-8,2.2785584E-8,1.787049E-8,1.2771903E-8,1.1645251E-7,2.0726633E-7,294,524,35,36,"[294, 524]","[0.00015507534007913723, 0.0007822840554188057, 7.149753515847796e-06, 0.9990554908509862]",294,524,1.5507534007913723E-4,7.822840554188057E-4,7.149753515847796E-6,0.9990554908509862,0.0
589673,537315270,1,2.923637,214.97855,52.911072,4.8451327,83.342911,0.02994646,4.8451327,0.015658028,0.13177601,0.083374941,0.083999485,0.43457864,0.33192192,0.74208724,0.077948,0.066294,41.959969,1.147832,-17.527096,-17.366127,-17.289488,41.641501,35.785019,28.446141,28.003422,28.079707,28.098519,28.158216,34.437548,31.53706,28.226351,28.261137,27.882218,28.038933,28.16257,28.246137,27.957914,27.598175,27.589303,27.621303,27.670114,28.242265,27.70778,27.57773,27.701014,27.48754,27.628325,27.609538,27.639864,27.667955,27.695147,27.72086,27.620901852547632,27.681181542960125,27.725184672200186,27.923251470199283,2.9468874E-8,2.5343209E-8,1.6453284E-8,1.4316109E-8,1.1406224E-8,9.0690404E-9,8.2003583E-9,1.1520729E-7,1.8110048E-7,358,555,46,47,"[358, 555]","[0.021872886264252142, 0.00010710761174052146, 0.0010025047488999457, 0.9770175013751073]",358,555,0.021872886264252142,1.0710761174052146E-4,0.0010025047488999457,0.9770175013751073,0.0
593931,539574877,1,2.988572,214.97407,52.911209,29.115044,152.74672,0.053573946,29.115044,0.90543177,0.7875905,0.74911376,0.95615012,16.931048,16.691474,0.62148528,0.092739,0.009829,24.11959,1.37166,-19.313013,-19.782744,-19.944367,69.271715,40.824725,27.511453,26.29612,25.928977,25.891449,25.786677,37.535416,32.220173,25.689571,25.507887,24.965685,26.042778,25.799663,25.588647,25.056017,24.398547,24.037381,23.718972,23.531984,25.383979,24.689748,24.488882,24.33686,24.145638,23.797174,23.683924,23.560011,23.540532,23.50523,23.479692,23.724443601075173,23.523612292205634,23.371654980063667,23.330693647215092,1.6102796E-6,1.737459E-6,1.1865239E-6,1.1332708E-6,8.9334858E-7,7.338847E-7,5.3366703E-7,3.4825159E-6,7.3684321E-6,102,355,9,10,"[102, 355]","[0.9836027873516761, 0.012230042207059168, 0.0034901043100759887, 0.0006770661311888022]",102,355,0.9836027873516761,0.012230042207059168,0.0034901043100759887,6.770661311888022E-4,0.0
593933,539574877,27,2.988572,214.97555,52.91107,29.115044,152.74672,0.053573946,6.4033439,0.01942522,0.06755515,0.094047901,0.18237929,0.12892965,0.16533311,0.68665588,0.080625,0.315582,140.430383,1.965748,-16.783633,-16.746442,-16.780008,40.489584,36.680489,29.42704,28.812709,28.767106,28.776423,28.807455,35.605298,33.097517,28.810544,28.716071,28.133664,28.751941,28.811848,28.766313,28.231795,27.653101,27.599119,27.592198,27.628742,28.61919,27.859809,27.762209,27.566096,27.668988,27.605859,27.581314,27.594685,27.623396,27.655673,27.680731,27.593197699876413,27.64212687286166,27.68761000831651,27.83957548356115,3.0477196E-8,2.7388478E-8,1.7887111E-8,1.6083107E-8,1.237701E-8,1.0041358E-8,7.2933346E-9,3.4838814E-8,5.0794556E-8,194,412,22,23,"[194, 413]","[0.17439785161902666, 4.8880403292728924e-05, 0.0, 0.8255532679776806]",194,413,0.17439785161902666,4.8880403292728924E-5,0.0,0.8255532679776806,1.0
659124,593971037,1,2.751736,214.98161,52.905884,3.4513274,72.816139,0.027944711,3.4513274,0.0046931499,0.075500236,0.041628356,0.061613234,0.24075446,0.22459339,0.35968254,0.061813,0.003175,13.701269,1.0,-17.033189,-16.841873,-16.744325,40.309899,35.311063,28.654104,28.383328,28.504785,28.529473,28.603543,34.010948,30.598249,28.673295,28.74457,28.297685,28.458991,28.598409,28.714334,28.387518,28.221828,28.309203,28.443172,28.565512,28.540992,28.262939,28.10943,28.381503,28.116553,28.422921,28.441557,28.521671,28.554279,28.60455,28.643294,28.440500675554055,28.582090062353494,28.66161294974819,28.96300367073819,1.2489265E-8,9.7674816E-9,6.3426284E-9,5.2190593E-9,4.3730162E-9,3.3061777E-9,2.2971499E-8,9.4592045E-8,1.1479443E-7,933,230,121,122,"[933, 231]","[0.00022533192868489543, 0.00046225869091616695, 0.9352467944866923, 0.06406561489370659]",933,231,2.2533192868489543E-4,4.6225869091616695E-4,0.9352467944866923,0.06406561489370659,1.0
683439,619953648,1,2.654027,214.98469,52.90815,15.014749,117.34581,0.046810816,15.014749,0.077035999,0.29733642,0.16029209,0.2768674,1.4763785,1.8631547,0.60983933,0.11543,0.179641,139.516931,1.0,-18.679169,-18.701643,-18.707672,43.822665,34.607307,27.036553,26.651531,26.633894,26.643307,26.669219,32.800604,28.780365,26.637442,26.541744,25.910905,26.634491,26.659125,26.610126,25.999196,25.755176,25.671991,25.575215,25.597966,26.148926,25.855384,25.748076,25.774387,25.70283,25.576521,25.566045,25.590518,25.598138,25.609095,25.606028,25.57333531229576,25.602133156593467,25.56909308779732,25.83847766374673,2.1483396E-7,1.7456323E-7,1.1536849E-7,9.2763743E-8,8.0723801E-8,6.0575694E-8,2.0807041E-7,7.8903909E-7,1.6126451E-6,923,582,119,120,"[923, 581]","[0.03963155858045581, 0.912956124527982, 0.0418583169237012, 0.005553999967860935]",923,581,0.03963155858045581,0.912956124527982,0.0418583169237012,0.005553999967860935,1.0
793076,726050762,1,2.319265,214.97708,52.907097,3.5427729,69.197761,0.031761338,3.5427729,0.0094161129,0.025805941,0.0606808,0.10696979,0.049102817,0.056894425,0.84230009,0.057979,0.388334,156.869777,1.694101,-15.692716,-15.654616,-15.705572,37.589361,34.538532,29.521234,29.392209,29.446134,29.442669,29.4176,33.231971,30.025888,29.298251,28.80174,28.247533,29.415142,29.416136,29.122614,28.269762,28.175504,28.13034,28.156332,28.229358,28.367843,28.148177,28.256703,28.088101,28.139605,28.127635,28.168358,28.221999,28.231142,28.231266,28.255377,28.155152158088356,28.233942045924913,28.273234437132665,28.686473479495504,1.8050149E-8,1.2433522E-8,8.3071263E-9,7.0887034E-9,5.7787019E-9,4.9037655E-9,2.9440172E-8,2.8568746E-8,4.5125895E-8,590,125,85,86,"[590, 125]","[0.009773147201747481, 0.0, 0.0, 0.9902268527982525]",590,125,0.009773147201747481,0.0,0.0,0.9902268527982525,0.0
798754,726079001,1,2.351102,214.97925,52.907986,6.4675516,84.964183,0.038460096,6.4675516,0.030042605,0.05767606,0.11300945,0.20081062,0.15120389,0.16256062,0.63648471,0.072609,0.443939,168.64854,1.186043,-16.653968,-16.72388,-16.828917,40.028518,34.433171,28.678927,28.4298,28.400074,28.389062,28.339573,32.869601,29.41471,28.168152,27.644114,27.04501,28.394274,28.33974,27.996415,27.088275,26.919207,26.785434,26.757868,26.805147,27.149281,26.978511,26.965899,26.884222,26.81508,26.737943,26.765403,26.804292,26.812663,26.797955,26.81677,26.757861718296795,26.808110841552093,26.80261708955721,27.183187376796525,6.9838868E-8,4.9768794E-8,3.3743613E-8,2.8138099E-8,2.3364616E-8,1.8258139E-8,1.4378295E-7,1.6226514E-7,2.5728143E-7,639,309,92,93,"[639, 308]","[0.020467247825995544, 0.0037452150313700243, 0.007296580853745184, 0.9684909562888893]",639,308,0.020467247825995544,0.0037452150313700243,0.007296580853745184,0.9684909562888893,1.0
798755,726079003,1,2.350411,214.97726,52.907536,4.5250737,75.420197,0.034150142,4.5250737,0.0081541653,0.083928577,0.04942763,0.077027001,0.45709621,0.32505463,0.70989043,0.073231,0.250349,124.319521,1.0,-17.234835,-17.082949,-16.999997,38.321488,33.340279,27.951332,27.918622,28.041636,28.059874,28.116584,31.849145,28.482637,28.1644,27.964514,27.55547,27.993435,28.114485,28.145886,27.648352,27.64917,27.718148,27.758063,27.844236,27.662782,27.434224,27.737443,27.605991,27.71643,27.730453,27.770396,27.827217,27.846915,27.855821,27.875555,27.75830790685928,27.851530031309608,27.911966563958934,28.34109506074884,2.519932E-8,1.7199353E-8,1.1509949E-8,9.3709421E-9,7.6835359E-9,6.6506305E-9,1.8258716E-7,2.1528957E-7,3.5363933E-7,566,173,79,80,"[565, 173]","[0.0032856116062312426, 0.0009654735585033014, 0.005508991891588546, 0.9902399229436769]",565,173,0.0032856116062312426,9.654735585033014E-4,0.005508991891588546,0.9902399229436769,1.0
832734,751710472,1,2.293765,214.98354,52.906467,24.321534,131.02392,0.060817302,24.321534,0.19231828,0.73789911,0.28511096,0.2479203,1.5428447,1.2625874,1.0614369,0.240775,0.008922,22.97796,1.140367,-18.862465,-18.815482,-18.811996,35.943212,31.335646,26.256479,26.212711,26.270399,26.276149,26.278469,29.788416,26.702627,26.195521,25.75887,25.194023,26.235828,26.276322,26.031081,25.222238,25.073919,24.90389,24.816279,24.796359,25.362832,25.078002,25.141555,25.011331,24.950833,24.808867,24.818423,24.816897,24.799384,24.775795,24.779691,24.81564193363149,24.790926430053013,24.75393756863437,25.144012096774752,4.6054924E-7,3.2315432E-7,2.1697407E-7,1.9224674E-7,1.534322E-7,1.3367324E-7,5.6880588E-7,9.7343517E-7,1.9113113E-6,993,375,126,127,"[993, 374]","[0.005422985086923929, 0.6339435350729962, 0.2785041879982681, 0.08212929184181182]",993,374,0.005422985086923929,0.6339435350729962,0.2785041879982681,0.08212929184181182,1.0
832735,751710472,16,2.293765,214.98288,52.907894,24.321534,131.02392,0.060817302,3.6781887,0.0050332005,0.052695598,0.037594372,0.091654507,0.050684193,0.071338947,0.55884969,0.107987,0.553592,253.946096,1.157479,-15.861806,-15.791683,-15.793591,37.600348,34.430222,29.319129,29.211723,29.290561,29.293747,29.294016,33.054469,29.830574,29.246008,28.792759,28.303723,29.248116,29.293274,29.068334,28.313977,28.332939,28.400746,28.472309,28.580853,28.428093,28.1917,28.451129,28.195474,28.39946,28.43355,28.489642,28.563076,28.584183,28.595398,28.615016,28.470903594314628,28.588411891695387,28.6508281733896,29.079625136642683,1.2759935E-8,8.6781968E-9,5.8247368E-9,4.8732408E-9,3.93549E-9,4.3747182E-9,3.3170266E-8,3.1544591E-8,5.2131431E-8,844,473,114,115,"[845, 473]","[0.17087357792813795, 0.0, 0.0, 0.829126422071862]",845,473,0.17087357792813795,0.0,0.0,0.829126422071862,1.0
832738,751710480,1,2.294152,214.98422,52.906994,10.536873,99.147611,0.046013435,10.536873,0.10719029,0.19909009,0.22649079,0.29806539,0.50634273,0.54931624,1.1231149,0.106067,0.817357,79.476228,1.955185,-16.548478,-16.827838,-17.002118,48.397609,35.836358,28.72807,28.400276,28.24759,28.217928,28.110383,33.483149,29.647921,27.870093,27.25174,26.578265,28.28272,28.110014,27.615359,26.620942,26.249148,25.893001,25.72095,25.647262,26.75914,26.468595,26.339037,26.177708,25.978943,25.728341,25.716154,25.684113,25.654799,25.612086,25.608935,25.720952115898605,25.636307080932895,25.55287895777107,25.894933534675147,2.2023991E-7,1.6158379E-7,1.1188162E-7,9.9457289E-8,7.9473238E-8,7.7774315E-8,5.0748825E-7,8.7533046E-7,1.7443126E-6,988,455,131,132,"[988, 455]","[0.10981753018717659, 0.0003503835708354119, 0.0, 0.889832086241988]",988,455,0.10981753018717659,3.503835708354119E-4,0.0,0.889832086241988,0.0
833219,751711529,1,2.286825,214.97554,52.907822,39.542773,153.90947,0.071659406,39.542773,0.41571583,1.395638,0.30752071,0.45136495,14.00207,12.742984,0.536573,0.184381,0.006656,13.228429,1.0,-20.121224,-20.311382,-20.356962,43.581082,31.8664,25.090321,24.853798,24.764002,24.756905,24.727754,29.572339,25.928942,24.666466,24.314894,23.895049,24.778202,24.729452,24.541542,23.912641,23.794213,23.59433,23.475513,23.443376,23.988738,23.830916,23.837708,23.756417,23.654983,23.472855,23.475749,23.462826,23.452096,23.428004,23.42063,23.475955628102263,23.438117160025982,23.386493311604855,23.763474735915683,1.6217813E-6,1.1584461E-6,8.1177517E-7,6.8637156E-7,5.5238007E-7,5.9407978E-7,4.9914398E-6,8.1815408E-6,1.6137748E-5,449,118,60,61,"[449, 117]","[0.00018446810497872027, 0.9995392610720122, 0.0002756634413835101, 6.073816255880981e-07]",449,117,1.8446810497872027E-4,0.9995392610720122,2.756634413835101E-4,6.073816255880981E-7,1.0
833240,751711579,1,2.287062,214.97688,52.91164,7.4734513,88.328031,0.041120738,7.4734513,0.034765146,0.15665141,0.1052307,0.17684656,0.60985033,0.75992071,0.50763372,0.083636,0.087593,72.4798,1.181548,-17.944708,-17.911597,-17.9073,38.950897,32.83866,27.220583,27.122825,27.167815,27.171478,27.173229,31.099075,27.783918,27.133286,26.733934,26.29325,27.142672,27.172905,26.989362,26.304724,26.275389,26.202653,26.194051,26.239282,26.388338,26.217725,26.322229,26.225046,26.227343,26.172444,26.203194,26.237574,26.244198,26.240871,26.247365,26.193585413474125,26.241223389912406,26.261521580850427,26.676691626386713,1.1509911E-7,7.925247E-8,5.3889341E-8,4.5110957E-8,3.6262379E-8,4.4215851E-8,3.9499768E-7,6.0451018E-7,1.16461E-6,222,527,26,27,"[222, 527]","[0.8920337371358998, 0.006660993195822831, 4.202219796856248e-05, 0.10126324747030879]",222,527,0.8920337371358998,0.006660993195822831,4.202219796856248E-5,0.10126324747030879,0.0
918473,848491666,1,2.106444,214.98639,52.910408,4.0678466,70.175006,0.035458363,4.0678466,0.010038241,0.047176078,0.056395969,0.11921795,0.055051294,0.063107318,0.7006637,0.103861,0.006406,12.977727,1.0,-16.025103,-16.014781,-16.070255,35.750685,33.303922,28.9292,28.873275,28.907758,28.891057,28.823043,31.42962,29.301676,28.617016,28.016448,27.677079,28.899227,28.821764,28.281059,27.704459,27.653373,27.648866,27.728152,27.787675,27.789784,27.620376,27.718807,27.575351,27.658051,27.700546,27.742588,27.782013,27.783771,27.7968,27.792309,27.728168491979986,27.78942132206126,27.883381639307522,28.349311721145767,2.5878119E-8,1.6942754E-8,1.118392E-8,9.5435192E-9,7.5933163E-9,1.443118E-8,3.24352E-8,3.1976719E-8,5.1151015E-8,838,867,112,113,"[838, 867]","[0.05775089794465338, 8.424185661366522e-05, 0.0009600786121757362, 0.9412047815865572]",838,867,0.05775089794465338,8.424185661366522E-5,9.600786121757362E-4,0.9412047815865572,0.0
918527,848491832,1,2.106337,214.9744,52.909763,65.39823,177.10972,0.0894953,65.39823,1.7304441,1.6183484,0.78698034,1.2241073,32.538189,32.027341,0.62356183,0.121886,0.445613,56.331484,1.582272,-17.697065,-18.705282,-19.088998,59.99873,36.26883,27.410483,26.616256,26.095223,26.00661,25.749539,32.444087,28.937511,25.372398,24.631519,24.017579,26.24799,25.751137,24.978119,24.078913,23.51727,22.826039,22.421045,22.176808,24.204827,23.899513,23.652965,23.406247,23.033327,22.482773,22.405351,22.249353,22.191944,22.120859,22.053499,22.426687285356394,22.152965620450686,21.954206496549173,22.245224626040613,6.0388071E-6,4.6264631E-6,3.525239E-6,3.0472204E-6,2.4451565E-6,5.2398912E-6,1.8571458E-5,2.3870991E-5,4.287584E-5,234,239,25,26,"[234, 239]","[0.7025652553564024, 0.29387465270840885, 0.003323732019169126, 0.00023635991601971646]",234,239,0.7025652553564024,0.29387465270840885,0.003323732019169126,2.3635991601971646E-4,0.0
920039,848516368,1,2.105091,214.98128,52.907932,6.9483776,83.868242,0.042404037,6.9483776,0.033018119,0.11329552,0.10398475,0.19748131,0.19856212,0.22036064,0.95990015,0.127588,0.527376,185.385683,1.0,-16.879555,-16.893643,-16.953462,37.543285,32.764045,28.066708,28.003886,28.027956,28.009685,27.935611,30.624475,28.466712,27.7248,27.126638,26.719277,28.0214,27.933824,27.397734,26.756364,26.629479,26.515177,26.518702,26.519533,26.859328,26.646897,26.699841,26.552987,26.551355,26.505996,26.525959,26.527631,26.515657,26.518962,26.500142,26.51949207463062,26.51626267969361,26.56701162010782,27.018220546915984,8.689666E-8,5.7649574E-8,3.7871171E-8,3.3039642E-8,2.6121401E-8,8.0912444E-8,2.3339257E-7,2.4838456E-7,4.114432E-7,754,400,105,106,"[755, 400]","[0.0030228968983534972, 0.22976869461892135, 0.5563291678268323, 0.2108792406558929]",755,400,0.0030228968983534972,0.22976869461892135,0.5563291678268323,0.2108792406558929,1.0
1001521,924476079,1,1.96232,214.98392,52.910267,10.330383,93.57924,0.050635976,10.330383,0.028351313,0.31744399,0.082507676,0.11862932,1.1115891,0.98086242,0.59719507,0.11198,0.571149,258.421297,1.0,-17.426146,-17.514603,-17.536973,41.280385,31.952297,27.360406,27.280251,27.267668,27.256314,27.223379,29.507108,27.803676,27.021407,26.585299,26.355851,27.270935,27.225885,26.775415,26.388297,26.303419,26.202917,26.211778,26.199262,26.431483,26.444741,26.313391,26.309925,26.246183,26.207253,26.217124,26.211427,26.211471,26.181976,26.182585,26.214124313864197,26.196304348461275,26.32366078467598,26.78562147586552,1.0877227E-7,7.1747337E-8,4.8996989E-8,3.8569786E-8,3.1228235E-8,4.2939567E-7,1.6264101E-6,2.7573651E-6,3.1001953E-6,714,737,100,101,"[715, 737]","[0.014566172446994515, 0.36317766096312204, 0.18256568850938557, 0.4396904780804979]",715,737,0.014566172446994515,0.36317766096312204,0.18256568850938557,0.4396904780804979,1.0
1002188,924477908,1,1.967164,214.98346,52.911488,65.19174,173.06605,0.093426744,65.19174,1.7743948,2.4597809,0.71262348,0.94315582,26.286115,25.180944,0.91331629,0.246812,0.002821,12.91355,1.141893,-20.224429,-20.606388,-20.732423,41.232679,29.700504,24.574852,24.283615,24.132463,24.091135,23.976637,27.164954,25.255256,23.706367,23.165817,22.867795,24.174097,23.981738,23.409692,22.88901,22.609324,22.236225,22.066249,21.931689,22.943355,22.814024,22.680495,22.552065,22.356635,22.098238,22.056723,21.982064,21.971148,21.887587,21.84556,22.071191684955693,21.918049494438957,21.907197658733963,22.347007529517636,6.3370116E-6,4.2685771E-6,3.0564249E-6,2.4228786E-6,2.0437824E-6,7.4797426E-6,1.8281137E-5,2.497863E-5,3.1519535E-5,593,826,83,84,"[593, 826]","[0.0, 0.9999839716074816, 1.6028392518359354e-05, 0.0]",593,826,0.0,0.9999839716074816,1.6028392518359354E-5,0.0,0.0
1002192,924477908,13,1.967164,214.98205,52.912356,65.19174,173.06605,0.093426744,6.1730524,0.037151373,0.017215625,0.12641984,0.36673425,0.012730535,0.014326319,1.5073634,0.071837,0.068741,21.36801,3.526172,-14.550951,-15.083901,-15.510886,36.080292,33.942389,30.272111,29.850852,29.526696,29.372232,28.988809,32.102655,30.7521,28.363141,27.608144,27.192811,29.669687,29.000748,27.925448,27.224736,26.893183,26.691186,26.662366,26.609469,27.301824,27.113267,26.954904,26.844723,26.734287,26.667636,26.668206,26.624095,26.638359,26.594406,26.566619,26.666517669552753,26.606429036903663,26.704791983289745,27.202218384620195,7.6606085E-8,4.9704876E-8,3.2392069E-8,2.5815849E-8,2.2510197E-8,1.9395363E-8,1.9006498E-8,1.7663132E-8,1.6150274E-8,448,837,61,62,"[448, 837]","[1.990867258127549e-05, 0.0, 0.0, 0.9999800913274187]",448,837,1.990867258127549E-5,0.0,0.0,0.9999800913274187,0.0
1002194,924477908,20,1.967164,214.98207,52.912843,65.19174,173.06605,0.093426744,11.265263,0.056229724,0.12810493,0.12909856,0.35520857,0.19132528,0.22559778,0.68348636,0.156082,0.116289,111.626695,1.289783,-17.293556,-17.379091,-17.499149,34.62571,31.385135,27.505525,27.409773,27.376594,27.325236,27.178982,29.425781,27.963064,26.757115,26.133026,25.876232,27.402354,27.184723,26.388538,25.901003,25.800788,25.746831,25.802139,25.807917,25.948718,25.927673,25.804908,25.811915,25.772788,25.789912,25.814115,25.814402,25.830633,25.799547,25.784508,25.80511233131743,25.807535225508374,25.91733230408485,26.409121970358107,1.5819761E-7,1.0236911E-7,6.8207474E-8,5.3911462E-8,4.6084784E-8,1.1610918E-7,1.9092474E-7,2.2815925E-7,2.525471E-7,411,882,52,53,"[411, 882]","[6.825012589167525e-05, 0.9862393554206519, 0.003216093713526277, 0.010476300739930154]",411,882,6.825012589167525E-5,0.9862393554206519,0.003216093713526277,0.010476300739930154,0.0
1020605,932363806,1,1.883981,214.97833,52.906605,53.731563,160.07027,0.090011731,53.731563,0.10548823,0.64571741,0.17778157,0.23120001,1.5942611,1.3425104,1.1048894,0.183625,0.034178,15.023047,1.386982,-18.684397,-18.638261,-18.606919,34.426197,29.195494,26.00643,26.033702,26.10391,26.097097,26.072627,27.297711,26.221382,25.830334,25.410191,25.236061,26.082923,26.078987,25.592196,25.256842,25.149927,25.016336,25.010687,24.972092,25.239068,25.251746,25.174357,25.132254,25.04956,25.015332,25.014886,24.992268,24.990744,24.947647,24.939223,25.01319380599022,24.96866968089742,25.12065890577196,25.623411989214468,3.302014E-7,2.1055475E-7,1.4329827E-7,1.1120339E-7,9.2976333E-8,5.8860138E-7,1.7263612E-6,2.8002848E-6,2.4471089E-6,697,140,98,99,"[697, 140]","[0.012588470459318449, 0.979036928020614, 0.006252782717408749, 0.00212181880265872]",697,140,0.012588470459318449,0.979036928020614,0.006252782717408749,0.00212181880265872,0.0
1020609,932363806,13,1.883981,214.97871,52.909502,53.731563,160.07027,0.090011731,11.511953,0.064651098,0.17175043,0.13450085,0.14804344,0.43280491,0.72409559,1.2077691,0.105719,0.270521,172.629032,1.126969,-17.708359,-17.717534,-17.753213,35.996595,30.563801,26.986879,26.969271,26.977767,26.953354,26.876424,28.53759,27.313084,26.528305,26.024736,25.80952,26.987159,26.885042,26.234224,25.837457,25.718663,25.592786,25.602145,25.568507,25.804247,25.846758,25.738755,25.709117,25.622943,25.603081,25.607585,25.589153,25.584536,25.542064,25.538479,25.6044309874731,25.56453239848029,25.718694859416715,26.21466826718494,1.9029074E-7,1.2188823E-7,8.2867471E-8,6.4433133E-8,5.3352106E-8,3.7492701E-7,7.0903067E-7,1.0154057E-6,8.8587332E-7,490,420,68,69,"[490, 420]","[0.9593107597563588, 0.029801616484747325, 0.002899102307039973, 0.007988521451853907]",490,420,0.9593107597563588,0.029801616484747325,0.002899102307039973,0.007988521451853907,0.0
1020610,932363806,18,1.883981,214.98246,52.908107,53.731563,160.07027,0.090011731,6.7074154,0.017650682,0.10752947,0.0695904,0.078637627,0.15524027,0.16448759,0.78516581,0.086149,0.257035,168.06148,2.033523,-16.76859,-16.692537,-16.700746,34.701479,31.064492,27.915553,27.959882,28.022112,28.004316,27.945,29.219143,28.155962,27.601803,27.124565,26.913128,28.018641,27.95293,27.312944,26.949416,26.888915,26.911257,26.998371,27.015441,26.856671,27.029696,26.859574,26.94255,26.914496,26.984895,27.011318,27.020336,27.027991,27.002295,27.009959,27.000115604954175,27.01646093017608,27.20066083959292,27.70196602952553,4.8642208E-8,3.1081321E-8,2.090955E-8,1.6293907E-8,1.3676557E-8,1.0327169E-7,1.4805327E-7,2.0046507E-7,1.7468764E-7,805,472,110,111,"[805, 472]","[0.012318745441613172, 0.0008089494052244261, 0.0008319225368147357, 0.9860403826163476]",805,472,0.012318745441613172,8.089494052244261E-4,8.319225368147357E-4,0.9860403826163476,0.0
1030172,954866884,98,1.856881,214.98104,52.914066,658.11209,367.31771,0.20936455,20.766584,0.33154264,0.072695231,0.39114917,1.1134712,0.14173749,0.15906913,1.2748201,0.144566,0.001682,3.323611,1.179733,-16.611077,-17.252682,-17.687618,34.68461,31.064374,28.03611,27.534305,27.130922,26.958239,26.526232,29.383535,28.446076,25.821202,25.070979,24.699703,27.326945,26.55547,25.384855,24.732366,24.439874,24.211176,24.154548,24.078446,24.805548,24.620826,24.495131,24.395295,24.259177,24.173106,24.154739,24.113636,24.104699,24.043476,24.009099,24.157739822145523,24.071717732321623,24.198413992172192,24.703759888445706,7.7324507E-7,4.943923E-7,3.3898267E-7,2.6320193E-7,2.291723E-7,3.0916918E-7,3.3795571E-7,3.980144E-7,3.1447308E-7,258,944,29,30,"[258, 944]","[0.00884215759395309, 0.986618517213552, 0.004112107106775326, 0.0004272180857196539]",258,944,0.00884215759395309,0.986618517213552,0.004112107106775326,4.272180857196539E-4,0.0
